video_id,title,description,comment,published_at,author_display_name,comment_like_count,comment_count,video_dislike_count,video_favourite_count,video_like_count,video_view_count,channel_subscriber_count
uJOsPFI_7bE,Indo-French fusion music - Tritha Electric Live,"Graphic Era deemed to be University echoed with Indo-French fusion music on Monday, 2 April 2018 as the internationally well known rock band, Tritha Electric performed live",Raht bhai shayri to achhi hai aap ki lekin bate kam kijiye aap,2018-04-05T11:06:45Z,Michiel Ansari,0,0,0,0,14,508,9800
v8hZQ6g1yzI,"King Adebayo, a student of BBA LLb shares his experiences in Graphic Era","King Adebayo, a student of BBA LLb at Graphic Era Hill University was all praises about his experiences in Graphic Era, be it embracing the Indian Culture or the support he received from all fronts.

Stay connected with us for more such tales from Graphic Era.",ADEBAYOOOOOOOOOOOOOOOOOOOOOO it's so good to see you feeling comfortable in India! Lots of love from old friends in Malawi and I look forward to seeing you soon some time... Take care bro and all the best! :),2018-01-20T17:31:47Z,Krisha Thakor,1,3,3,0,62,2465,9800
lpXPeDT_v3k,Graphic Era University Kite Fest- 2K18,"Celebrating the festive occasion of Makarsakranti, Graphic Era organised a kite flying fest. In this ‘Fly a kite fest’, a great enthusiasm was seen among the 132 teams comprising of faculty members and students who took active participation in the event.

Cinematography by: Shobit Rawat",Sweet,2018-01-18T11:48:20Z,Akshat,0,2,7,0,104,8369,9800
GDB3iHo0hcM,Students experience at Graphic era university,"Graphic Era Reimagined... Having traveled all the way from Sunny Chennai, Jasleen of Msc IT shares her experience of choosing to study in Graphic Era.

Cinematography by Shobit Rawat",Best,2018-01-12T03:29:43Z,Aashutosh Sharma,0,2,17,0,91,5762,9800
Dptm-iMIHiY,Mussoorie Trekking - Graphic Era University,"Over the Mountains through the Woods.. Graphic Era students at Queen of Hills - Mussoorie

Bryce Fox - Voodoo
✅ Spotify Playlist: http://cldkid.com/spotify
✖️ Instagram: http://cldkid.com/instagram ✖️ Snapchat: cldkid

Listen on Spotify: http://spoti.fi/2mjxwFX

💬 Quote of the day

""Why not go out on a limb? That's where the fruit is.""
- Mark Twain

Share your quotes with me under #CloudQuote

❌ CloudKid Shop: http://cldkid.com/shop

▶️ Bryce Fox

Soundcloud: https://soundcloud.com/brycefoxed
Facebook: https://www.facebook.com/brycefoxmusic
Twitter: https://twitter.com/BryceFoxed
Instagram: https://www.instagram.com/brycefoxed

▶️ CloudKid 

❌ Weekly giveaways: http://cldkid.com/win

Instagram: https://instagram.com/cloudkid
Twitter: https://twitter.com/cloudkidmusic
Soundcloud: https://soundcloud.com/cloudkid
Facebook: https://www.facebook.com/cldkid
Snapchat: @cldkid

Submit your music here: hello@cldkid.com

CloudKid Spotify Playlists:

🎧 Main Playlist: http://cldkid.com/spotify
💪🏻 Workout Playlist: http://bit.ly/CKWorkout
☀️ Good Vibes Playlist: http://bit.ly/CKGoodVibes
👤 Artist Takeover Playlist: http://bit.ly/CKArtist",Best,2017-11-17T05:00:43Z,Aashutosh Sharma,0,0,6,0,122,5723,9800
p0Z11w3AGQg,Nobel Peace Prize laureate Shri Kailash Satyarthi addresses students at Graphic Era University,"Fighting for the protection of children’s rights, Shri Satyarthi reached his first escapement in Graphic Era University on course to his 35 day long tour of the nation. Shri Satyarthi said that 15000 cases of child sexual abuse have been registered; only 4% of the culprits have been punished in these cases, in 6% of the cases, the culprits were acquitted and 90% of the cases are pending in the court. For dealing with such criminal cases there should be exclusive courts in every district of the country. Watch his full speech on the occasion here.",Best,2017-10-14T07:10:32Z,Aashutosh Sharma,0,0,2,0,8,475,9800
hC3x_v_PWew,"Candid Conversation with President, Graphic Era University- Prof Dr Kamal Ghanshala","On the eve of the Inaugural of the Silver Jubilee Celebratory Year, Prof Dr Kamal Ghashala expressed his sentiments on having achieved this milestone and set new benchmarks for the next 25 Years. Watch the Candid Conversation with President, Graphic Era University- Prof Dr Kamal Ghanshala

Shot by HNN for Uttarakhand Discovery: https://www.youtube.com/channel/UCLhATC3p77Vm9yw_SmPwb3Q",Ghansala sir seems very genuine,2017-09-23T13:41:15Z,wick,2,2,13,0,159,6097,9800
rsJhkMpOpAw,The Ultimate Test of Strength- The Tug -of- War Championship @ GEU,"They say ""Strength grows in moments when you think you can't go on but you keep going anyways""- The team of Graphians from each and every programme of study today exhibited the same determination, grit and perseverance in their performance under the harsh suns making each and everyone a victor in their own terms! And not to forget the constant encouragement that they received from the spectators as well... it seems the Silver Jubilee Year celebrations have merely started. 
Cinematography: Shobit Rawat (https://www.facebook.com/shobitrawatproduction)

Also used in the main trailer for season 3 of ""Arrow""

Artist: Jack Trammell 
Song: Exiled
Album: Burning Chrome (2014)

I made the video, but own nothing of this. All credits belong to real owners. No copiright infrigment intended.","Isme to #Tamu Bhai ka jalwa tha bhai.,.😉",2017-09-23T12:02:28Z,veer ravi,0,2,4,0,96,5050,9800
yqC5dTw5xJ0,A lookback at the Silver Jubilee Celebratory year inaugural,"With dreams in our yes and joy in our hearts, we set out to conquer the world in thenext 25 years after having conquered hearts of all in the first 25 years. A lookback at the Silver Jubilee Celebratory year inaugural.

Cinematography: Shobit Rawat (https://www.facebook.com/shobitrawatproduction)


Produced by:
Whitecoat - http://whitecoat.tv
Impossible Brief - http://impossiblebrief.com

Follow The Chainsmokers:
http://www.youtube.com/thechainsmokers 
http://www.twitter.com/thechainsmokers 
http://www.facebook.com/thechainsmokers 
http://www.instagram.com/thechainsmokers 
http://www.soundcloud.com/thechainsmo...

Follow Coldplay: 
http://coldplay.com/
https://www.facebook.com/coldplay/
https://twitter.com/coldplay
https://www.instagram.com/coldplay
https://www.youtube.com/coldplay",Ye video kaha ka hai bhimtal ya Dehradoon ka,2017-09-14T09:15:10Z,hunny panjwani,0,6,5,0,184,6188,9800
o5L9s0bQo0M,"The ""Rasoi Queen 2017""- Short Movie | Graphic Era University","The ""Rasoi Queen 2017""- Short Movie prepared by Student team from School of Mass Communication, GEHU for SOHMH.

Savour the delicious moments of ' Rasoi Queen 2017' captured artistically through this short movie.

Kudos to  team of students and faculty from School of Mass Communication, GEHU for wonderful capture of the event. The names in credit scroll, at the last of this movie deserves loads of appreciation",Ye video kaha ka hai bhimtal ya Dehradoon ka,2017-09-14T05:02:08Z,hunny panjwani,0,0,0,0,13,809,9800
qnywYyeoRIY,Graphic Era illuminates on eve of its 25th Foundation Day,"Graphic Era University Aerial Video 

Cinematography: Shobit Rawat (https://www.facebook.com/shobitrawatproduction)

-A.N.O

______________

A.N.O aka The Paragon Axis

The Paragon Axis SoundCloud: [ https://soundcloud.com/ParagonAxis ]
The Paragon Axis Facebook: [ https://www.facebook.com/ParagonAxis ]
The Paragon Axis Youtube: [ https://www.youtube.com/user/ParagonAxis ]
______________

Skylar Grey Facebook:
[ https://www.facebook.com/SkylarGrey ]
Skylar Grey Official Website:
[ http://www.skylargreymusic.com ]
______________

Support here: 
[ https://soundcloud.com/paragonaxis/skylar-grey-coming-home-a-n-o]

Picture:
[ http://www.mediafire.com/error.php?errno=378&quickkey=3w5z6s4p90pbr39&origin=download ]
Picture With OC Logo:
[ [ http://www.mediafire.com/error.php?errno=378&quickkey=ezjojutcd5xq94o&origin=download ]
______________",Ye video kaha ka hai bhimtal ya Dehradoon ka,2017-09-09T06:53:14Z,hunny panjwani,0,0,2,0,31,1270,9800
H-B86xIA0g0,International Academic Internship at Graphic Era University,"Department of International Affairs, Graphic Era University in collaboration with AIESEC provided Ms. Sabrina Ha Trinh from Vietnam with the opportunity to pursue the academic internship at School of Hotel Management & Hospitality",Ye video kaha ka hai bhimtal ya Dehradoon ka,2017-08-24T06:40:21Z,hunny panjwani,0,0,1,0,14,1019,9800
V2_fnlmy4iw,Universal Hues 2017 | Graphic Era University,"Graphic Era University witnessed an extravaganza of the cross cultural presentations on its campus- with 17 International students and interns coming together to showcase their different art forms and cultural ethos to the Freshers of GEU. These international students had descended from 13 countries such as United Kingdom, Canada, Switzerland, Brazil, Poland, Mainland of China, Taiwan, Morrocco, Egypt, Liberia, Angola, Russia and Vietnam. It was an enthralling experience for all present.
What made this experience even more unique was the opportunity that it gave the students of Graphic Era to interact with the students from across the world and to taste their exotics cuisines, that the International Students had themselves prepared- to truly embrace the global experience!
A truly cosmopolitan experience!

Cinematography by: Shobit Rawat
Sound: Galantis - Rich Boy (Zack Martino Remix)

✅ Copyright Free Music ✅
http://bit.ly/TNCopyrightFree

🚫 The music and the background in the following video are not free to use, if you'd like to use the music in this video, please contact the artist. 🚫

⚠️ These videos may cause people with photosensitive epilepsy to convulse in seizures. Viewer discretion is advised. ⚠️",Ye video kaha ka hai bhimtal ya Dehradoon ka,2017-07-27T08:16:33Z,hunny panjwani,0,0,4,0,100,4075,9800
qquv8MD0EHI,Hon'ble President Dr. Kamal Ghanshala @ 8th Convocation,"Hon'ble President Dr. Kamal Ghanshala, Graphic Era University speaks at the 8th Convocation 2017",Ye video kaha ka hai bhimtal ya Dehradoon ka,2017-07-26T07:33:36Z,hunny panjwani,0,0,3,0,14,801,9800
St4xfQ-atvA,Grafest 2017 After Movie Official,"Graphic Era’s annual fest, Grafest began from 21 April with an impressive inauguration ceremony. In the competition, ‘Fun with Cartoons’, the students made several cartoons based on the theme of national and social issues. 

Edit and Cinematography : Shobit Rawat
Song Credits: https://www.youtube.com/watch?v=szj59j0hz_4 (Galantis - Runaway (U & I) [Premiere])","bro. transitions kon sa y he?
sexy h.
overall video is masterpieces",2017-05-31T11:14:18Z,Rahul Rawat,1,5,11,0,297,15751,9800
KkZtisEHKvA,Dr  Kumar Vishwas Live at Graphic Era University on April 15 2017,Dr  Kumar Vishwas Live at Graphic Era University on April 15 2017,purii video upload kre.. 1 ghante ki....,2017-05-03T06:28:59Z,gourav kansal,0,1,1,0,25,1725,9800
Ct0mG-D9Nu4,GEU - Mechanical Engineering is getting transformed into Center of Excellence Tata Technologies,Graphic Era University- Department of Mechanical Engineering is getting transformed into Center of Excellence Tata Technologies,purii video upload kre.. 1 ghante ki....,2017-04-29T06:58:34Z,gourav kansal,0,0,3,0,20,1942,9800
kaes-jwQLFU,Why do planes stay up... here is what they had to say!,So we went to Pacific Mall Dehradun to catch up with some folks about Why do planes stay up... here is what they had to say! 10 more days for AIEAA 2017,purii video upload kre.. 1 ghante ki....,2017-04-26T12:21:14Z,gourav kansal,0,0,0,0,0,227,9800
SKtROSjMsDM,Why Sky is blue????.. here is what they had to say!,Why Sky is blue????.. here is what they had to say!,purii video upload kre.. 1 ghante ki....,2017-04-26T12:10:25Z,gourav kansal,0,0,1,0,3,223,9800
Us4YCvcRH2I,Just one of the many stories at Graphic Era,"Great things Happen at Graphic Era 
Here is just one of the many stories at Graphic Era
 
#StayConnected  #AimHigh #GEU #GEHU
Graphic Era University​  Graphic Era Hill University​ Graphic Era Hill University Bhimtal​",purii video upload kre.. 1 ghante ki....,2017-04-20T10:22:09Z,gourav kansal,0,0,0,0,5,822,9800
iZHHEvoWPZI,Department of Mechanical and Automobile Engineering,"The Department of Mechanical Engineering offers a diverse range of meticulous academic programs designed to prepare undergraduate and postgraduate students for the challenges and opportunities that abound in modern technology and society. Our students' ultimate destinations include industry, research, public service, and academia, and this degree provides skills, knowledge, and experience that will help them become leaders in these careers. Department has well experienced and qualified faculties from National University of Singapore, IITs, NITs, IISC etc. along with non teaching staff. Faculties of ME/AME department having national and international exposures are highly devoted to teaching as well as research. Department is also actively involved in organizing conferences, seminars, workshops and placements of students.",purii video upload kre.. 1 ghante ki....,2017-04-14T05:31:11Z,gourav kansal,0,0,2,0,20,2041,9800
ngmax4T8JHY,Graphic Era University Fostering Innovation Progress in an Initiative With Tata Technologies,"Industry specific knowledge, skills, and dispositions necessary to navigate and succeed in today’s interconnected world.
Collaborating with Tata Technologies means co-creating sustainable value for our key engineering and technology innovation.
To be a catalyst in reducing the academia-industry gap and ensure that the future engineers are ready for the industry.
Teaches the power of engineering to make the world a better place.
Highly advanced factory simulated environment equipped with state-of-the-art machines and high-end industrial software
Internship opportunities with Tata companies/leading global OEMs to prepare for a real-world, professional experience",purii video upload kre.. 1 ghante ki....,2017-04-11T11:07:11Z,gourav kansal,0,0,1,0,6,446,9800
vYxt5uxN8Lc,Grafest is around the corner guys.... Who do you want this year?,Graphic Era university - Grafest highlights,Parmish Verma,2017-03-09T10:53:59Z,Abhishek Rana,1,13,0,0,25,1289,9800
yAY430VoPGc,Students speak out on AIEAA'17' Day 1,"The All India Engineering Aptitude Awards (AIEAA)-2017 is a unique initiative of Graphic Era to search for aspiring bright Engineers and financially support them to achieve their dreams. This Test is being conducted Pan India with over 125 cities across the country on May 6, 2017.",Parmish Verma,2017-02-18T08:31:53Z,Abhishek Rana,1,0,0,0,2,323,9800
Hpf88WtMykc,Students speak out on AIEAA'17' Day 2,"The All India Engineering Aptitude Awards (AIEAA)- 2017 is being held on May 6,2017 to provide students of class XII (Cleared/Appearing) an opportunity to test their Engineering aptitude. It is a unique initiative to search the best of engineering talent in India and to financially support them to achieve their dreams and to ensure their contribution in nation building.",Parmish Verma,2017-02-18T08:28:25Z,Abhishek Rana,1,0,0,0,1,247,9800
3uOjXt-QFI8,All India Engineering Aptitude Awards 2017,"The AIEAA 2017 is being held on May 6, 2017 to provide students of Class XII (Cleared/ Appearing) an opportunity to test their Engineering aptitude. It is a unique initiative to search the best of Engineering talent in India and to financially support them to achieve their dreams & to ensure their contribution in Nation building.",Parmish Verma,2017-02-07T07:53:03Z,Abhishek Rana,1,0,1,0,4,297,9800
pl5ZLWJxeeY,"AIEAA 2017 is being held on May 6, 2017","The AIEAA 2017 is being held on May 6, 2017 to provide students of Class XII (Cleared/ Appearing) an opportunity to test their Engineering aptitude. It is a unique initiative to search the best of Engineering talent in India and to financially support them to achieve their dreams & to ensure their contribution in Nation building.",Parmish Verma,2017-02-07T07:50:02Z,Abhishek Rana,1,0,0,0,0,150,9800
frt_5XsYimQ,Best Regional university Award Oxford City London,,Parmish Verma,2017-02-04T04:35:06Z,Abhishek Rana,1,0,0,0,5,254,9800
tEFkkW9gZBs,'Fly a Kite Fest' at GEU 2017,"Graphic Era University campus was resplendent with the colorful kites  soaring high in the sky, on the occasion of Makarsakranti.  The University organized “Fly a kite fest” competition for the students of Graphic Era University and Graphic Era Hill University.",Parmish Verma,2017-01-17T10:24:10Z,Abhishek Rana,1,0,2,0,19,1334,9800
Gl_lMXl4eaQ,Graphic Era University received the ESQR's Quality Choice Prize 2016,"Graphic Era University received the ESQR's Quality Choice Prize 2016 from the European Society for Quality Research (ESQR) as its international convention in Berlin, Germany on 12 December 2016",Parmish Verma,2016-12-20T05:48:47Z,Abhishek Rana,1,0,0,0,13,797,9800
19a0ggG8zKg,GRAFEST 2014 AFTER MOVIE,GRAPHIC ERA  UNIVERSITY - GRAFEST 2K14 - After Movie,Parmish Verma,2016-12-10T03:54:50Z,Abhishek Rana,1,0,0,0,5,394,9800
ng1cGuiI0po,SUNBURN OFFICIAL Graphic Era University,SUNBURN at Graphic Era University 2016,Parmish Verma,2016-12-09T08:17:38Z,Abhishek Rana,1,0,0,0,14,2121,9800
xXNn1nEeDtg,global village,"Global Village Official Video at Graphic Era University Dehradun in association with AIESEC & Dehradun Drum Circle August 08, 2016",Parmish Verma,2016-12-09T04:27:36Z,Abhishek Rana,1,0,0,0,4,355,9800
rSeEKJ9Kwfg,fashion show glimspe,fashion Show Glimpse at Graphic era university,Parmish Verma,2016-12-06T05:38:08Z,Abhishek Rana,1,0,9,0,105,9294,9800
p6Gp-bEmTMQ,Rudrapur Alumni Meet 2016,Rudrapur Alumni Meet 2016 Graphic era university,Parmish Verma,2016-12-05T10:41:48Z,Abhishek Rana,1,0,1,0,19,1488,9800
7nEHLy_Qocc,Why GEU?,"whats the one thing you love about Graphic Era ?
NoWhereElse Graphic Era University",shi h boss!,2016-12-05T10:15:15Z,Sunny Gupta,0,8,45,0,320,22743,9800
y3Eoqh_8IxY,Graphic Era University in a joint venture with TataTechnologies,"Graphic Era University in a joint venture with TataTechnologies in an initiative for “Building the next age Engineering Professionals” through Industry Collaboration for Engineering disciplines like Mechanical, Automobile, Electronics and Electrical offered at GEU",shi h boss!,2016-12-05T10:03:37Z,Sunny Gupta,0,0,3,0,40,2074,9800
UV2he5b8x_g,TATA Technologies signs MOU with Graphic Era University,"Graphic Era University in a joint venture with TataTechnologies in an initiative for “Building the next age Engineering Professionals” through Industry Collaboration for Engineering disciplines like Mechanical, Automobile, Electronics and Electrical offered at GEU",shi h boss!,2016-12-05T09:59:18Z,Sunny Gupta,0,0,0,0,10,1257,9800
-9o93o7wvfM,TREKKING TRIP 2016,Mussoorie Trek Video,shi h boss!,2016-12-02T05:46:30Z,Sunny Gupta,0,0,0,0,7,600,9800
ZA4srx7Qq_8,Graphic Era University Alumni Meet - USA Chapter 2016,"Alumni Speak Out at USA - New Jersey and California.
Some of the Alumni spoke about their experience with Graphic Era University.",shi h boss!,2016-11-15T06:31:46Z,Sunny Gupta,0,0,1,0,6,1012,9800
9ntPWr72mvM,GEU 2016,,shi h boss!,2016-11-15T04:59:02Z,Sunny Gupta,0,0,2,0,15,1621,9800
_G2CR9UoUZk,GRAPHIC ERA UNIVERSITY INTERVIEW NY 2016,Dr Prof Kamal Ghanshala interview at New York,vow sir congratulations,2016-11-03T11:22:50Z,Mohit Mehta,2,4,10,0,223,9286,9800
G1CM8Llq-r8,Diwali Carnival at Graphic Era University,"Diwali Carnival & Spardha- Inter Campus Cultural Competition official video at Graphic Era University.
Diwali Celebrations Geu, GEHU, GEHU Bhimtal",सुपर,2016-10-28T13:54:56Z,Pawan Singh,1,1,4,0,122,6622,9800
qEfaqlCyjjM,GEU Transforming Dreams into reality,Graphic era university dehradun,सुपर,2016-10-26T04:27:42Z,Pawan Singh,1,0,0,0,6,661,9800
NycXEe6e_xk,"Arijit Singh Performing at Grafest by Graphic Era University, Dehradun","Arijit Singh Performing at Grafest a grand event by Graphic Era University, Dehradun on 29th April 2014",सुपर,2016-10-04T03:59:01Z,Pawan Singh,1,0,2,0,44,1768,9800
MxcqVDBpBMQ,France Intern Kevin,France Intern Kevin describing Graphic Era University and life @ GEU,सुपर,2016-10-03T05:51:08Z,Pawan Singh,1,0,0,0,4,316,9800
q2WGfn4wFzA,This Is Career-Ready,,hhjjj,2016-09-01T07:10:29Z,usama saim,0,4,3,0,48,4570,9800
nB8mXZaVItk,University sending Students back to Home | North East Region | Stay Safe | Graphic Era University,"Students from (NER) North-East Region shared their views when assisted by the University on arranging conveyance via air route to their home.

#GraphicEraUniversity #NER_Students

For more details :
https://linktr.ee/graphicera",,2021-04-26T10:38:34Z,,,0,4,0,56,1053,9800
RAUMUTXXLHM,University sending Students back to Home | Stay Safe | Graphic Era University | Dehradun,"Day 3 of Students sending back to their homes. Graphic Era University ensuring the safe reach of its students to their respective places via Air route or Roadways providing Flight tickets and Busses. Amidst this pandemic, the safety of students is at utmost priority and cannot be compromised.

#GraphicEraUniversity

For more details :
https://linktr.ee/graphicera",Good thing 😭😭you guys arrived first. We're still here waiting lol🙏🙏😭,2021-04-22T10:28:25Z,Lul Thapo,1,1,12,0,82,1306,9800
ZvVrGBzioPc,Graphic Era in News | Sending Students back to Home | Dehradun | Uttarakhand |Graphic Era University,"The initiative taken by the University (Graphic Era University) to send its students back home was appreciated and published by many news channels as well as Newspapers and Social Media Handles. A detailed report is shared with you all.

#GraphicEraUniversity #NewsReports #Dehradun

For more details :
https://linktr.ee/graphicera",Proud moment salute to all faculties and  kamal ghansala sir respect. The way you work❤️❤️❤️❤️👍👍👍👍 thank u sir on behalf of all graphains,2021-04-22T04:30:22Z,kawasaki rider ak,3,5,16,0,149,3501,9800
WPfcoeIXrnA,Webinar | Indo- china  relations in the era of Biden | Shri  Shivshankar Menon | Graphic Era,"Department of Humanities & Social Sciences,  Graphic Era Deemed to be University, Dehradun invites you for a webinar on  'Indo- China relations in the era of Biden'  by  Shri Shivshankar Menon, Former National Security Advisor,  Former Indian Foreign Secretary,  High Commissioner to Pakistan and Sri Lanka,  Ambassador to China And Israel,  Member of Atomic Energy Commission of India on 20th April 2021 // 04:30 PM   

The Webinar promises to be an extremely informative and productive one - hence, Graphic Era University is opening it to students of all Universities across the country.  

Register Now! https://bit.ly/3tvakm4 

Streaming Live on Youtube/Facebook Channel",Proud moment salute to all faculties and  kamal ghansala sir respect. The way you work❤️❤️❤️❤️👍👍👍👍 thank u sir on behalf of all graphains,2021-04-19T04:41:45Z,kawasaki rider ak,3,0,2,0,47,777,9800
vQ8Ee-b5gxk,Sending Students Back to Home | GEHU Bhimtal | Graphic Era Hill University | Graphic Era University,"Another campus of Graphic Era Hill University also arranged conveyance for its students to reach home safely.

#GraphicEraHillUniversity #Bhimtal #GraphicEraUniversity

For more details :
https://linktr.ee/graphicera",Proud moment salute to all faculties and  kamal ghansala sir respect. The way you work❤️❤️❤️❤️👍👍👍👍 thank u sir on behalf of all graphains,2021-04-20T10:07:27Z,kawasaki rider ak,3,0,3,0,57,1135,9800
cwQNioF77oA,President's Message • Covid Situation | Stay Safe | Prof. Kamal Ghanshala | Graphic Era University,"The pandemic can be seen and analyzed by all of us. In this tough situation we all need is support from our near and dear ones but being away from each other. Prof. Kamal Ghanshala, President, Graphic Era group of Institutions shared his views on the current situation.

#GraphicEraUniversity

For more details :
https://linktr.ee/graphicera","Truly a Commendable Humanitarian Job Done..
Congratulations to Graphic Era University.
God Bless You  🙏❤️",2021-04-19T14:41:53Z,PARTHO SEN,4,1,5,0,103,1333,9800
QVwlkRNd8tY,University sending Students back to Home | Adios Students | Stay Safe | Graphic Era University,"Graphic Era University took a great initiative to send its students who were living in University's hostel to their homes. As the condition of our country, as well as the world, is getting worsen day by day due to Covid-19. Considering the same, University's management arranged Flight tickets to Hyderabad & Lucknow, Busses to Delhi, Meerut, Haldwani, and many other places for the students.

#GraphicEraUniversity

For more details :
https://linktr.ee/graphicera",Nice initiative taken by university...thanks a lot,2021-04-19T13:19:25Z,Rekha Chopra,3,3,19,0,284,3487,9800
GsM7i2Dy_rA,Chairman Sir Address | Prof. Kamal Ghanshala  | Graphic Era University,"Thank you for your birthday wishes - A video message for all by Hon’ble Chairman, Graphic Era Group of Institutions, Prof. Kamal Ghanshala - Also holds some important announcement.

#GraphicEraUniversity #BirthdayWishes #ThankYou

For more details :
https://linktr.ee/graphicera",Many Many happy returns of the day sir.. 🎂,2021-04-16T07:23:38Z,Kushagra Bhatt,3,16,12,0,207,1867,9800
ewgZeJuUgGM,Birthday Wishes to Honorable Chairman Sir | GEHU Haldwani | Happy Birthday | Graphic Era University,"On this special day, we all wish you many more happiest birthdays! Your dedication, determination, and vision inspire us to always give our best. We appreciate having someone wonderful like you at the helm of affairs.

#GraphicEraUniversity​ #BirthdayWishes​

For more details :
https://linktr.ee/graphicera",Happy birthday sir ❤️❤️,2021-04-15T12:05:33Z,uk12 boy,1,1,3,0,30,673,9800
j4I_t-7c7pI,Birthday Wishes to Honorable Chairman | Happy Birthday Sir | Graphic Era University,"On this special day, we all wish you many more happiest birthdays! Your dedication, determination, and vision inspire us to always give our best. We appreciate having someone wonderful like you at the helm of affairs.

#GraphicEraUniversity​ #BirthdayWishes​

For more details :
https://linktr.ee/graphicera",😇😇Happy birthday sir,2021-04-15T11:57:48Z,Jyoti Bhasin,1,4,9,0,17,612,9800
QRsYici782U,Birthday Wishes to Honorable Chairman Sir | GEHU Bhimtal | Happy Birthday | Graphic Era University,"On this special day, we all wish you many more happiest birthdays! Your dedication, determination, and vision inspire us to always give our best. We appreciate having someone wonderful like you at the helm of affairs.

#GraphicEraUniversity​ #BirthdayWishes​

For more details :
https://linktr.ee/graphicera",Happy Birthday sir,2021-04-15T11:43:24Z,Chandan Verma,2,6,5,0,41,511,9800
pKBWd2B2Muk,Birthday Wishes to Honorable Chairman Sir | Kavyanjali Club | Graphic Era University,"On this special day, we all wish you many more happiest birthdays! Your dedication, determination, and vision inspire us to always give our best. We appreciate having someone wonderful like you at the helm of affairs.

#GraphicEraUniversity #BirthdayWishes

For more details :
https://linktr.ee/graphicera",Happy Birthday sir,2021-04-15T11:31:26Z,Chandan Verma,1,4,6,0,52,405,9800
AfdgbS087ec,National Panel Discussion on Gender Concerns in Governance || Graphic Era University,"Gender equality depends on democratic and gender-sensitive governance. However, the participation of women and men in formal and informal decision-making structures varies greatly between countries, and is usually in favor of men. Institutional as well as cultural, economic and societal factors limit women’s opportunities and abilities to participate in decision making. Gender governance is about attempts to change gender regimes by inserting new policies, procedures, and values through global and multilevel governance. It studies, for example, the representation of women in electoral bodies and parties, theorizes representation in political bodies, and looks at the organization of welfare politics. The Panel Discussion on Gender Concerns in Governance is an effort by the Department of Humanities and Social Sciences, Graphic Era (Deemed to be) University, Dehradun to discuss and debate current policy issues in a variety of contexts and locations. The speakers address issues such as Gender-responsive Budget and Women’s formal participation and representation in the structures of governance. 
The Panelists of the day are: 

Session 1: Gender Responsive Budget
Prof. Lekha Chakraborty
Prof. Vibhuti N Patel
Prof. Raj Dhar

Session 2: Women Participation and Representation in Formal Structures of Governance
Ms. Mira Iyer
Ms. Debajanee Bora
Dr. Rukmani",Happy Birthday sir,2021-04-15T03:46:49Z,Chandan Verma,1,0,6,0,47,719,9800
gxlZAjJFaq4,Ugadi Celebration | Gudi Padwa | Baisakhi | Graphic Era University | Festival | Celebration,"Ugadi/Yugadi, also known as Samvatsaradi, is the New Year's Day for the States of Telangana, Andhra Pradesh, Karnataka in India. It is festively observed in these regions on the first day of the Hindu lunisolar calendar month of Chaitra.

Vaisakhi, also pronounced as Baisakhi is observed by Hindus and Sikhs. It also marks the beginning of Hindu solar New year. Vaisakhi marks the first day of the month of Vaisakha, is usually celebrated on 13 or 14 April every year and is a historical and religious festival in Hinduism.

#GraphicEraUniversity #Festival #Celebration

For more updates:
https://linktr.ee/graphicera",Happy Birthday sir,2021-04-13T11:30:39Z,Chandan Verma,1,0,3,0,86,1159,9800
9azqmVsMV30,Placements Offers 2021 • HSBC | B Tech CSE | Passing out Batch 2021 | Graphic Era University,"Graphic Era University feels immense pleasure to announce the placement of its B.Tech Computer Science & Engineering students at HSBC. We wish them Good luck in their future endeavors.

#GraphicEraUniversity #Placements2021 #HSBC

Website : http://www.geu.ac.in/

Facebook : https://www.facebook.com/GEUOfficial/

Instagram : https://www.instagram.com/geuofficial/

LinkedIn : https://www.linkedin.com/school/graphic-era-official/

Twitter : https://twitter.com/GEU_Official",Congratulations.,2021-04-06T07:30:30Z,Akshay Rajput,3,5,15,0,127,1614,9800
RO-f2lcujP8,Virtual Alumni Meet 2021 | Graphic Era Alumni Association | Registration Open,"Celebrating The Bond That Connects Us All!

Graphic Era Alumni Association cordially invites our cherished alum to the much awaited “Virtual Alumni Meet” to relive the golden moments with Hon’ble Chairman sir, friends & batch mates!

Join us on 17th April 2021 (Domestic Meet – 6 PM) & 18th April 2021 (Overseas Meet – Time will be announced later). Registrations Open Now!!

Submit your confirmation by registering on the link below.
Link: https://geu.almaconnect.com/event_calendar/virtual-alumni-meet-2022

Hurry! Registrations closing on 14th April 2021.

Reconnect! Reminisce! Rediscover!

#GraphicEraUniversity

Website : http://www.geu.ac.in/

Facebook : https://www.facebook.com/GEUOfficial/

Instagram : https://www.instagram.com/geuofficial/

LinkedIn : https://www.linkedin.com/school/graphic-era-official/

Twitter : https://twitter.com/GEU_Official",Congratulations.,2021-04-03T12:04:53Z,Akshay Rajput,3,0,3,0,19,610,9800
